trl,alpha1_opt,alpha2_opt,alpha3_opt
133,0.151230977879976,0.741040797923574,0.0415561120404624
134,0.154438637125836,0.738592045322723,0.0406197504211255
135,0.14476831389403,0.744431695577935,0.0404468839652055
136,0.134867044467449,0.756316039368393,0.0399314618627743
137,0.129002780403124,0.775211530999248,0.0391686233083992
138,0.132734449277137,0.792632963154536,0.0381210288107412
139,0.13472315812853,0.800152269939258,0.0371871994571111
140,0.131315387162557,0.809295813264533,0.0366734364425036
141,0.125595719081858,0.819693892306581,0.0361339735003226
142,0.117197051347478,0.835442008509133,0.0355973793720196
143,0.110254515662412,0.857194625099463,0.0349006018976471
144,0.105321404887018,0.881187269017424,0.034029973296283
145,0.0999842050026404,0.906895129575127,0.0331453706203092
146,0.0969423218040158,0.935690335641265,0.0322619233638752
147,0.0963347359623423,0.961931207713059,0.0313353309715332
148,0.0930765793225929,0.986212759318642,0.0305450018084508
149,0.12749855879157,1.01391205457437,0.0303094072913029
150,0.155341670190061,0.964150269549436,0.0300226530702927
151,0.139160077912513,0.934441361501395,0.0312704521219248
152,0.124907290632984,0.926921642242872,0.032044831698749
153,0.11561773414873,0.930440260567323,0.0321781878502969
154,0.108283922240849,0.9414179762879,0.0319904983636195
155,0.108899866101025,0.957615178349994,0.0315932473705573
156,0.107404689530832,0.964553950395562,0.0310639670890587
157,0.10208832402528,0.979881857585812,0.0308121177879446
158,0.0983600088565654,0.995516334393449,0.0303383225814955
159,0.13353500187489,1.01498027777373,0.0303308346463778
160,0.168553025692886,0.957780166549209,0.0302510553252182
161,0.191105428926137,0.908673397551237,0.0320025729493968
162,0.190414594538388,0.835150515622998,0.0337139186216548
163,0.172400452328916,0.796277326731485,0.0360345928604255
164,0.167788489518632,0.773180781279999,0.0372552490180344
165,0.158670884220885,0.752016748475545,0.0379698615144326
166,0.142983404131417,0.748111958678014,0.0386929030149453
167,0.147340738303477,0.755639996457392,0.0387361597551668
168,0.163869386500262,0.746049256911634,0.0383428922042875
169,0.160694442570618,0.727013326852521,0.0386398173051124
170,0.150333098392685,0.723433034648304,0.0392619448986873
171,0.150868810249347,0.723661542490803,0.0391251622407922
172,0.145957078917598,0.719328076480076,0.038873992934878
173,0.13794237046719,0.725811490564391,0.0388472153781878
174,0.132253445580542,0.733469393144782,0.0383086949186775
175,0.139571641122377,0.746064740466031,0.0378425248309176
176,0.163644628962474,0.740626920103801,0.037477050455963
177,0.17500739145616,0.717032801945408,0.0378808277145128
178,0.173391810340156,0.695630851425344,0.0388710520846817
179,0.167652589889402,0.681340669999056,0.039730844565079
180,0.166599161463633,0.672120169795911,0.0401513931248725
181,0.165395533088167,0.663055083486939,0.040346510928579
182,0.160547483225711,0.656631083502214,0.0405671905058007
183,0.151522006313498,0.6564417320514,0.0407739581622994
184,0.141658680957332,0.663060734937459,0.0406072154205133
185,0.136169789519208,0.675570267278395,0.0400286187624801
186,0.131973923057886,0.687167494067415,0.039144205946701
187,0.124434067849574,0.701820366891059,0.0383904430064685
188,0.117763127209372,0.720946647541989,0.0375420016065318
189,0.119561654343746,0.741575140842274,0.0365248821622286
190,0.122059521406837,0.753097203995161,0.0354905275736056
191,0.132179453861165,0.764786693014887,0.0349448454494246
192,0.134480718773391,0.757858650009809,0.0344439591331364
193,0.126320894553497,0.762621854121507,0.034583367434207
194,0.123031688440821,0.769273010776533,0.0342472257792168
195,0.125102091072103,0.777364675641357,0.0338567873598756
196,0.122271018149266,0.778604616630483,0.0334434516093256
197,0.11364902172601,0.788696393018543,0.0333050943913651
198,0.107646519991023,0.802955583809866,0.0328468549644119
199,0.13169528487135,0.82026922949105,0.0326384873745803
200,0.146647716621891,0.793567921603937,0.0323753436558332
201,0.133661947646757,0.782907424615001,0.0331994948116707
202,0.122394303281281,0.782722697610553,0.0334837544317385
203,0.115721188828797,0.791797462417282,0.0333865196519849
204,0.109996918213888,0.801793471584091,0.0329566878690123
205,0.10521911146097,0.817759342432152,0.0325190137346498
206,0.101827217622449,0.833188038607685,0.031889839108921
207,0.0971518727733887,0.851349439179646,0.0313171038665036
208,0.0945767944673963,0.871572111977695,0.0306834208625978
209,0.105115430266607,0.890590337789299,0.0300651105337466
210,0.109833678361344,0.887604649208027,0.0295175547457012
211,0.135625109697566,0.894398737787989,0.0299356286150876
212,0.15524614329399,0.848514371878311,0.0300747670029338
213,0.144392046288611,0.820173300185492,0.0313712067086599
214,0.1334515691909,0.803380478259108,0.0321970356115347
215,0.122730608802084,0.798908889882968,0.0326787246537034
216,0.113218222421924,0.802694987672159,0.0327474342413975
217,0.112144875762667,0.81411763510336,0.0325302454527787
218,0.126588347355012,0.818352838826789,0.0321065402980531
219,0.158054406735479,0.803569195823081,0.0322405925479719
220,0.176752361787149,0.760474928715232,0.0330391414443415
221,0.171973226321164,0.720779780376517,0.034530853648391
222,0.165967056992902,0.695203512962514,0.0359224443137576
223,0.159152023630832,0.674623853272476,0.0368340638563152
224,0.154800076526863,0.664592292689262,0.0375714410043016
225,0.152703300076341,0.654612014326078,0.0377853113594472
226,0.151573994228682,0.649010794728593,0.0380036385532671
227,0.155399564547602,0.642366908957326,0.0380871722693725
228,0.156835679316229,0.633128987933879,0.0382308041653442
229,0.153831123976215,0.62530612871152,0.0384641216784679
230,0.15184526099202,0.621773877329459,0.0386419823710522
231,0.153703258678108,0.617593263765546,0.0387061447972387
232,0.151091845695862,0.613158856674891,0.038946536355861
233,0.146951724129118,0.612861387359568,0.0390286653530005
234,0.150364897096573,0.613614766323577,0.0389522619804234
235,0.151109201086076,0.609899429383545,0.0389064783113348
236,0.146835212381264,0.608609813718782,0.0389189416633601
237,0.143281645749487,0.610449370126715,0.0387566738707993
238,0.148210340895012,0.612990376613332,0.0385928508850573
239,0.148693038925463,0.609096797941247,0.0385320425067187
